Date,Open,High,Low,Close,Adj Close,Volume
2014-04-28,4.71999979019165,4.744999885559082,4.605000019073486,4.662499904632568,4.418424129486084,22678800
2014-04-29,4.679999828338623,4.690000057220459,4.619999885559082,4.672500133514404,4.42789888381958,17130000
2014-04-30,4.664999961853027,4.670000076293945,4.607500076293945,4.617499828338623,4.375779628753662,30574000
2014-05-01,4.6875,4.697500228881836,4.605000019073486,4.642499923706055,4.399470329284668,19810400
2014-05-02,4.664999961853027,4.664999961853027,4.579999923706055,4.607500076293945,4.366302013397217,15637600
2014-05-05,4.602499961853027,4.692500114440918,4.597499847412109,4.65749979019165,4.4136857986450195,23926000
2014-05-06,4.702499866485596,4.742499828338623,4.550000190734863,4.5625,4.323657035827637,41618800
2014-05-07,4.5625,4.605000019073486,4.517499923706055,4.567500114440918,4.328395843505859,29390000
2014-05-08,4.550000190734863,4.697500228881836,4.527500152587891,4.625,4.382884979248047,43272800
2014-05-09,4.485000133514404,4.527500152587891,4.427499771118164,4.512499809265137,4.2762770652771,53953200
2014-05-12,4.522500038146973,4.65500020980835,4.519999980926514,4.644999980926514,4.401840686798096,29985600
2014-05-13,4.582499980926514,4.65749979019165,4.554999828338623,4.570000171661377,4.330766677856445,22110400
2014-05-14,4.572500228881836,4.590000152587891,4.522500038146973,4.525000095367432,4.288120269775391,21432000
2014-05-15,4.514999866485596,4.539999961853027,4.454999923706055,4.5,4.264430046081543,32589600
2014-05-16,4.465000152587891,4.522500038146973,4.465000152587891,4.489999771118164,4.254953384399414,28396000
2014-05-19,4.537499904632568,4.659999847412109,4.517499923706055,4.635000228881836,4.392364025115967,36007600
2014-05-20,4.614999771118164,4.627500057220459,4.537499904632568,4.559999942779541,4.341192245483398,25620000
2014-05-21,4.577499866485596,4.617499828338623,4.53249979019165,4.559999942779541,4.341192245483398,21671200
2014-05-22,4.550000190734863,4.605000019073486,4.550000190734863,4.579999923706055,4.360231399536133,13036400
2014-05-23,4.605000019073486,4.644999980926514,4.577499866485596,4.622499942779541,4.400693416595459,18265600
2014-05-27,4.650000095367432,4.704999923706055,4.635000228881836,4.704999923706055,4.47923469543457,20968000
2014-05-28,4.722499847412109,4.775000095367432,4.677499771118164,4.744999885559082,4.517315864562988,22467600
2014-05-29,4.742499828338623,4.78249979019165,4.727499961853027,4.737500190734863,4.510174751281738,17188400
2014-05-30,4.737500190734863,4.762499809265137,4.712500095367432,4.75,4.522075653076172,23912800
2014-06-02,4.764999866485596,4.795000076293945,4.695000171661377,4.735000133514404,4.507795333862305,18150000
